Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,12508,15131,27639,Monywa,MMR005012
 Grade 1,4447,3919,8366,Monywa,MMR005012
 Grade 2,6002,6018,12020,Monywa,MMR005012
 Grade 3,9879,10164,20043,Monywa,MMR005012
 Grade 4,17171,15590,32761,Monywa,MMR005012
 Grade 5,31272,47008,78280,Monywa,MMR005012
 Grade 6,10756,8800,19556,Monywa,MMR005012
 Grade 7,9803,7524,17327,Monywa,MMR005012
 Grade 8,11613,7840,19453,Monywa,MMR005012
 Grade 9,12898,6834,19732,Monywa,MMR005012
 Grade 10,14110,5839,19949,Monywa,MMR005012
 Grade 11,15342,6339,21681,Monywa,MMR005012
 College,7535,3059,10594,Monywa,MMR005012
 Vocational training,519,124,643,Monywa,MMR005012
 Undergraduate diploma,919,320,1239,Monywa,MMR005012
 Graduate,24985,5778,30763,Monywa,MMR005012
 Postgraduate diploma,710,210,920,Monywa,MMR005012
 Master degree,1425,231,1656,Monywa,MMR005012
 PhD,218,27,245,Monywa,MMR005012
 Other,759,1753,2512,Monywa,MMR005012
 Total,192871,152508,345379,Monywa,MMR005012
